conm,gvkey
FINISH LINE INC  -CL A,25357
FINJAN HOLDINGS INC,18108
FINWARD BANCORP,107644
FINWISE BANCORP,39263
FIRMA HOLDINGS CORP,179886
FIRST ACCEPTANCE CORP,6791
FIRST ADVANTAGE BANCORP,179003
FIRST ADVANTAGE CORP,39048
FIRST AMERICAN FINANCIAL CP,184899
FIRST BANCORP INC/ME,111940
FIRST BANCORP INDIANA INC,119436
FIRST BANCORP P R,16821
FIRST BANCORP/NC,16777
FIRST BANCSHARES INC/MO,29466
FIRST BANCSHARES INC/MS,152049
FIRST BANCTRUST CORP,143240
FIRST BANK,177009
FIRST BANKERS TRUSTSHARES,31360
FIRST BANKS INC,156653
FIRST BUSEY CORP,18329
FIRST BUSINESS FINL SRV INC,165284
FIRST CAPITAL BANCORP INC/VA,118046
FIRST CAPITAL INC,117034
FIRST CENTURY BANKSHARES INC,29525
FIRST CHOICE BANCORP,19815
FIRST CHOICE HEALTHCARE SLT,186236
FIRST CITIZENS BANCSH  -CL A,4690
FIRST CITIZENS BANCSHRS INC,110359
FIRST CLOVER LEAF FINANCIAL,160781
FIRST CMNTY BANCSHARES INC,26071
FIRST CMNTY FINL PARTNERS,166751
FIRST COMMONWLTH FINL CP/PA,18241
FIRST COMMUNITY CORP/SC,112295
FIRST CONNECTICUT BANCORP,186344
FIRST DATA CORP,25157
FIRST EAGLE ALTERNATIVE CAPI,184735
FIRST FARMERS & MERCHANTS CP,183046
FIRST FED NOR MICH BANCORP,63936
FIRST FINANCIAL CORP/IN,18276
FIRST FINANCIAL NORTHWEST,178545
FIRST FINL BANCORP INC/OH,17195
FIRST FINL BANKSHARES INC,29101
FIRST FOUNDATION INC,20677
FIRST GUARANTY BANCSHARES,108979
FIRST HARTFORD CORP,4707
FIRST HAWAIIAN INC,27665
FIRST HORIZON CORP,4737
FIRST INDL REALTY TRUST INC,30384
FIRST INTERNET BANCORP,162293
FIRST INTERSTATE BANCSYSTEM,184167
FIRST KEYSTONE CORP,18301
FIRST LONG ISLAND CORP,18307
FIRST MARBLEHEAD CORP,156156
FIRST MERCHANTS CORP,16845
FIRST MIAMI BANCORP INC,66568
FIRST MID BANCSHARES INC,29994
FIRST MIDWEST BANCORP INC,11896
FIRST NATIONAL BANK ALASKA,18195
FIRST NATIONAL CORP/VA,66355
FIRST NBC BANK HOLDING CO,17709
FIRST NIAGARA FINANCIAL GRP,109683
FIRST NILES FINANCIAL INC,115516
FIRST NORTHN CMNTY BANCORP,62365
FIRST NORTHWEST BANCRP,22975
FIRST OTTAWA BANCSHARES INC,146091
FIRST POTOMAC REALTY TRUST,155174
FIRST REAL ESTATE TR NJ INC,20059
FIRST REPUBLIC BANK,14275
FIRST ROBINSON FINANCIAL CP,65003
FIRST SAVINGS FINANCIAL GP,180958
FIRST SEACOAST BANCORP INC,34937
FIRST SECURITY GROUP INC,164368
FIRST SOLAR INC,175404
FIRST SOUND BANK,160906
FIRST SOUTH BANCORP INC/VA,64584
FIRST TITAN CORP,187287
FIRST UNITED CORP,18358
FIRST US BANCSHARES INC,66597
FIRST WATCH RESTAURA GRO INC,39595
FIRST WEST VIRGINIA BANCORP,31593
FIRST WSTRN FINNCIL INC,33704
FIRSTCASH HOLDINGS INC,24157
FIRSTENERGY CORP,8099
FIRSTENERGY SOLUTIONS CORP,177034
FIRSTHAND TECHNOLOGY VALU FD,186990
FIRSTMERIT CORP,4678
FISERV INC,12635
FISKER INC,37318
FITBIT INC,23856
FITLIFE BRANDS INC,178413
FIVE BELOW INC,171141
FIVE POINT HOLDINGS LLC,31108
FIVE PRIME THERAPEUTICS INC,18430
FIVE STAR BANCORP,38634
FIVE9 INC,19908
FLAGSTAR BANCORP INC,64699
FLANIGANS ENTERPRISES INC,4759
FLEETCOR TECHNOLOGIES INC,184700
FLEX PHARMA INC,22673
FLEXION THERAPEUTICS INC,19511
FLEXPOINT SENSOR SYSTEMS INC,114209
FLEXSHOPPER INC,178907
FLEXSTEEL INDUSTRIES INC,4771
FLIR SYSTEMS INC,28477
FLOOR & DECOR HLDGS,22155
FLORIDA POWER & LIGHT CO,4798
FLOTEK INDUSTRIES INC,28347
FLOWERS FOODS INC,4809
FLOWSERVE CORP,4108
FLUENCE ENERGY INC,39751
FLUOR CORP,4818
FLUSHING FINANCIAL CORP,61585
FLUX POWER HOLDINGS INC,11703
FLYWIRE CORP,38739
FMC CORP,4510
FMC TECHNOLOGIES INC,142811
FNB BANCORP CALIF,18247
FNBH BANCORP INC,111459
FNCB BANCORP INC,113978
FOCUS FINANCL PRTNR INC,31295
FOCUS UNIVERSAL INC,21295
FOGHORN THERAPEUTICS INC,37135
FOGO DE CHAO INC,189462
FOMO CORP,20547
FONAR CORP,4826
FOOT LOCKER INC,11584
FORCEFIELD ENERGY INC,179694
FORD MOTOR CO,4839
FORD MOTOR CREDIT CO LLC,4840
FORESCOUT TECH INC,32557
FORESIGHT ENERGY LP,170639
FORESIGHT FINANCIAL GROUP,110243
FOREST CITY REALTY TRUST INC,4842
FORESTAR GROUP INC,179077
FOREVERGREEN WORLDWIDE CORP,118261
FORGEROCK INC,39487
FORIAN INC,38209
FORMA THERA HOLDIN INC,36555
FORMFACTOR INC,148390
FORRESTER RESEARCH INC,64061
FORTERRA INC,23093
FORTINET INC,183377
FORTIS MINERALS LLC -REDH,35716
FORTIVE CORP,26590
FORTRESS BIOTECH INC,196269
FORTRESS INVESTMENT GRP LLC,176595
FORTUNE BRANDS INNOVATNS INC,188255
FORTUNE VALLEY TREASURES INC,34430
FORTY SEVEN INC,33696
FORUM ENERGY TECH INC,171059
FORWARD AIR CORP,29206
FORWARD INDUSTRIES INC,62262
FOSSIL GROUP INC,28118
FOSTER (LB) CO,4860
FOTV MEDIA NETWORKS -REDH,27654
FOUNDATION BLDG MRL INC,29835
FOUNDATION HEALTHCARE INC,162699
FOUNDATION MEDICINE INC,18469
FOUR CORNERS PROPERTY TR INC,26410
FOUR OAKS FINCORP INC,106518
FOUR SPRINGS CAP TR -REDH,32006
FOX CHASE BANCORP INC,175646
FOX CORP,34636
FOX FACTORY HOLDING CP,18320
FRANCHISE GROUP INC,188856
FRANKLIN COVEY CO,25331
FRANKLIN ELECTRIC CO INC,4881
FRANKLIN FINANCIAL CORP/VA,186084
FRANKLIN FINANCIAL SVCS CORP,18385
FRANKLIN FINL NETWORK INC,17586
FRANKLIN RESOURCES INC,4885
FRANKLIN STREET PROPERTIES,163884
FRANKLIN WIRELESS CORP,14112
FREDS INC,12403
FREECAST INC -REDH -OLD,36384
FREEDOM FINANCIAL HLDNGS INC,161793
FREEDOM HOLDING CORP,26567
FREEPORT MCMRN OIL&GAS -REDH,149268
FREEPORT-MCMORAN INC,14590
FREIGHTCAR AMERICA INC,162742
FREQUENCY ELECTRONICS INC,4900
FREQUENCY THERAPEUTICS INC,35647
FRESH MARKET INC,184807
FRESH TRACKS THERAPEUTIC INC,35632
FRESH VINE WINE INC,40428
FRESHPET INC,21798
FRESHWORKS INC,39539
FRIEDMAN INDUSTRIES INC,4903
FRIENDABLE INC,179182
FRISCH'S RESTAURANTS INC,4911
FRONT YARD RESIDENTIAL CORP,16700
FRONTDOOR INC,33951
FRONTIER COMMUNIC PARENT INC,135484
FRONTIER GRP HOLD INC,38282
FRONTIER OILFIELD SRVCS -OLD,135410
FRP HOLDINGS INC,12926
FS BANCORP INC,181820
FS KKR CAPITAL CORP,20105
FS KKR CAPITAL CORP II,36613
FSB BANCORP INC,178175
FTAI INFRASTRUCTURE INC,41416
FTC SOLAR INC,38673
FTE NETWORKS INC,18240
FTI CONSULTING INC,62823
FTS INTERNATIONAL INC,33067
FUBOTV INC,17001
FUEL PERFORMANCE SOLUTIONS,115318
FUEL SYSTEMS SOLUTIONS INC,12559
FUEL TECH INC,28819
FUELCELL ENERGY INC,25430
FUELSTREAM INC,65054
FULCRUM THERAPEUTICS INC,35376
FULGENT GENETICS INC,28012
FULL CIRCLE CAPITAL CORP,185483
FULL HOUSE RESORTS INC,28749
FULL SPECTRUM INC -REDH,27649
FULLCIRCLE REGISTRY INC -OLD,144476
FULLER (H. B.) CO,4926
FULLNET COMMUNICATIONS INC,129439
FULTON FINANCIAL CORP,14172
FUNCTION(X) INC,11708
FUNKO INC,32528
FURMANITE CORP,6331
FUSE MEDICAL INC,33127
FUSE MEDICAL INC -OLD,20730
FUSION TELECOMMUNICATIONS,162329
FUTURE EDUCATION GROUP -REDH,24488
FUTURE FINTECH GROUP INC,149379
FUTUREFUEL CORP,287462
FUTURELAND CORP,23403
FVCBANKCORP INC,18264
FX ENERGY INC,28460
G&K SERVICES INC  -CL A,4936
G-ESTATE LIQUIDATION STORES,185190
G-III APPAREL GROUP LTD,19402
G1 THERAPEUTICS INC,31294
GADSEN PROPERTIES INC,170307
GAIA INC,125601
GAIA INC  -SPN,26175
GAIN CAPITAL HOLDINGS INC,183528
GAIN THERAPEUTICS INC,38333
GAINSCO INC,14192
GALENA BIOPHARMA INC,179605
GAMCO INVESTORS INC,118264
GAMESTOP CORP,145049
GAMING & LEISURE PPTYS,18792
GAMING PARTNERS INTL CORP,29964
GANNETT CO INC,19574
GANNETT CO INC -OLD,23821
GAP INC,4990
GARRETT MOTION INC,34051
GARRISON CAPITAL INC,170775
GARTNER INC,12441
GAS NATURAL INC,12994
GASTAR EXPLORATION INC,178921
GATX CORP,4941
GCI LIBERTY INC,13664
GCI LIBERTY INC -OLD,13375
GCM GROSVENOR INC,37404
GCP APPLIED TECHNOLOGIES INC,26812
GD CULTURE GROUP LTD,33081
GE HEALTHCARE TECHNOLOGI INC,41818
GEE GROUP INC,5050
GEEKNET INC,127282
GELESIS INC  -REDH,23549
GELTECH SOLUTIONS INC,180157
GEN DIGITAL INC,15855
GENASYS INC,22373
GENCOR INDUSTRIES INC,7185
GENEDX HOLDINGS CORP,39321
GENERAC HOLDINGS INC,183736
GENERAL CABLE CORP/DE,25405
GENERAL DYNAMICS CORP,5046
GENERAL ELECTRIC CAP CORP,5048
GENERAL ELECTRIC CO,5047
GENERAL FINANCE CORP/DE,166789
GENERAL MILLS INC,5071
GENERAL MOTORS CO,5073
GENERAL MOTORS FINL CO INC,17197
GENERAL STEEL HOLDINGS INC,160961
GENERATION BIO CO,36599
GENERATION INCOME PROPER INC,34753
GENERATION NXT FRNCHS BRANDS,18492
GENEREX BIOTECHNOLOGY CORP,106589
GENESCO INC,5109
GENESEE & WYOMING INC  -CL A,63123
GENESIS ENERGY  -LP,64063
GENESIS HEALTHCARE INC,23109
GENIE ENERGY LTD,190590
GENIUS BRANDS INTL INC,183524
GENMARK DIAGNOSTICS INC,184542
GENOCEA BIOSCIENCES INC,19425
GENOMIC HEALTH INC,164609
GENTEX CORP,5116
GENTHERM INC,28408
GENUINE PARTS CO,5125
GENVEC INC,111965
GENWORTH FINANCIAL INC,158354
GEO GROUP INC,30536
GEORGETOWN BANCORP INC,162717
GEORGIA POWER,5135
GEOSPACE TECHNOLOGIES CORP,65896
GEOVAX LABS INC,24966
GERMAN AMERICAN BANCORP INC,28278
GERON CORP,63405
GETTY REALTY CORP,5149
GEVO INC,186437
GFI GROUP INC,160719
GIBRALTAR INDUSTRIES INC,29131
GIGA-TRONICS INC,5165
GIGAMON INC,12803
GIGGLES N' HUGS INC,170422
GIGPEAK INC,182012
GILEAD SCIENCES INC,24856
GINKGO BIOWORKS HOLDINGS INC,39680
GITLAB INC,39687
GIVEMEPOWER CORP,66589
GL BRANDS INC,19378
GLACIER BANCORP INC,16832
GLACIER WATER SERVICES,25031
GLADSTONE CAPITAL CORP,145024
GLADSTONE COMMERCIAL CORP,154739
GLADSTONE INVESTMENT CORP/DE,164155
GLADSTONE LAND CORP,12081
GLASSBRIDGE ENTERPRISES INC,63138
GLATFELTER CORP,5179
GLAUKOS CORP,23990
GLEN BURNIE BANCORP,65050
GLIMPSE GROUP INC(THE),38827
GLOBAL ACQUISITIONS CORP,31232
GLOBAL ARENA HOLDINGS INC,189955
GLOBAL BLOOD THERAPEUTICS,25349
GLOBAL BRASS & COPPER HLDGS,185344
GLOBAL BROKERAGE INC,185518
GLOBAL CLEAN ENERGY HOLDINGS,25849
GLOBAL DIGITAL SOLUTIONS INC,145409
GLOBAL EAGLE ENTERTAINMENT,187215
GLOBAL FUTURE CITY HLDG INC,160917
GLOBAL INDUSTRIAL CO,60931
GLOBAL MEDICAL REIT,16125
GLOBAL NET LEASE INC,23996
GLOBAL PARTNERS LP,163935
GLOBAL PAYMENTS INC,141913
GLOBAL SELF STORAGE INC,64545
GLOBAL TECH INDS GROUP INC,12807
GLOBAL WATER RESOURCES INC,186169
GLOBALSCAPE INC,147340
GLOBALSTAR INC,175523
GLOBE LIFE INC,10614
GLOBE SPECIALTY METALS INC,274165
GLOBEIMMUNE INC,12257
GLOBESTAR THERAPEUTICS CORP,27582
GLOBUS MEDICAL INC,171002
GLORI ENERGY INC,20399
GLORYWIN ENTERTAINMENT GRP,194560
GLOWPOINT INC -OLD,60888
GLU MOBILE INC,176782
GLUCOTRACK INC,17024
GLYCOMIMETICS INC,18878
GLYECO INC,199055
GMS INC,22583
GNC HOLDINGS INC,185645
GODADDY INC,23071
GOGO INC,170384
GOHEALTH INC,36635
GOLD RESOURCE CORP,175503
GOLDEN ENTERPRISES,5210
GOLDEN ENTERTAINMENT INC,117036
GOLDEN GROWERS COOPERATIVE,20658
GOLDEN MINERALS CO,65921
GOLDEN NUGGET ONLINE GAMING,37619
GOLDEN STATE WATER CO,147222
GOLDFIELD CORP,5218
GOLDMAN SACHS BDC INC,23353
GOLDMAN SACHS GROUP INC,114628
GOLIATH FILM & MEDIA HLDGS,170763
GOLUB CAPITAL BDC INC,184689
GOOD TIMES RESTAURANTS INC,22543
GOODMAN NETWORKS INC,187412
GOODRICH PETROLEUM CORP,8387
GOODRX HLDGS INC,37023
GOODYEAR TIRE & RUBBER CO,5234
GOOSEHEAD INSURANCE,33421
GOPRO INC,20644
GORMAN-RUPP CO,5237
GP STRATEGIES CORP,7759
GPM PETROLEUM LP -REDH,23699
GRACE (W R) & CO,5250
GRACO INC,5252
GRAFTECH INTERNATIONAL LTD,61153
GRAHAM CORP,5254
GRAHAM HOLDINGS CO,11300
GRAINGER (W W) INC,5256
GRAMERCY PROPERTY TRUST,160378
GRAN TIERRA ENERGY INC,164046
GRAND CANYON EDUCATION INC,180083
GRANDPARENTS.COM INC,170799
GRANITE CITY FOOD & BREWERY,144727
GRANITE CONSTRUCTION INC,21429
GRANITE FALLS ENERGY LLC,184826
GRAPHIC PACKAGING HOLDING CO,25389
GRATITUDE HEALTH INC -OLD,22733
GRAY TELEVISION INC,5284
GRAYBAR ELECTRIC CO INC,5288
GRAYSTONE CO INC,187757
GREAT AMERICAN BANCORP INC,60953
GREAT BASIN SCIENTIFIC INC,21826
GREAT ELM CAPITAL CORP,29016
GREAT ELM GROUP INC,121257
GREAT LAKES AVIATION LTD,29608
GREAT LAKES DREDGE & DOCK CP,148223
GREAT NORTHERN IRON ORE PPTY,5313
GREAT PLAINS ENERGY INC,6334
GREAT SOUTHERN BANCORP,19428
GREAT WESTERN BANCORP INC,21616
GREAT-WEST LIFE & ANN INS CO,120276
GREEN BALLAST INC,170972
GREEN BANCORP INC,21326
GREEN BRICK PARTNERS INC,22047
GREEN DOT CORP,184392
GREEN EARTH TECHNOLOGIES INC,25148
GREEN GIANT INC,183932
GREEN HYGIENICS HOLDINGS INC,184237
GREEN PLAINS INC,181269
GREEN PLAINS PARTNERS LP,24073
GREENBRIER COS INC (THE),30463
GREENE COUNTY BANCORP INC,117026
GREENHILL & CO INC,264395
GREENHOUSE SOLUTIONS INC,185979
GREENHUNTER RESOURCES INC,179186
GREENIDGE GENERATIN HOLD INC,39564
GREENKRAFT INC,19331
GREENLANE HOLDINGS INC,35009
GREENPLEX SERVICES INC,186192
GREENPRO CAPITAL CORP,22879
GREENROSE HLDG CO INC (THE),36016
GREENSHIFT CORP,21677
GREENSKY INC,33531
GREENWAVE TECHNOLOGY SOL INC,23237
GREENWAY TECHNOLOGIES INC,180899
GREENWOOD HALL INC,17985
GREIF INC  -CL A,5338
GREYSTONE HSG IMPT INVTS LP,16641
GREYSTONE LOGISTICS INC,31337
GRID DYNAMICS HOLDGS INC,36293
GRIFFON CORP,5987
GRITSTONE BIO INC,34082
GRIZZLY ENERGY LLC,178684
GROCERY OUTLET HLDNG CORP,189579
GROOVE BOTANICALS INC,29816
GROUP 1 AUTOMOTIVE INC,65718
GROUPON INC,187363
GROW CAPITAL INC,21055
GROW SOLUTIONS HLDGS INC,23883
GROWGENERATION CORP,28515
GROWLIFE INC,171058
GRUBHUB INC,19906
GSE SYSTEMS INC,61077
GSI TECHNOLOGY INC,160213
GT BIOPHARMA INC,3691
GTT COMMUNICATIONS INC,163768
GUARANTY BANCORP,162489
GUARANTY BANCSHARES INC,31265
GUARANTY FED BANCSHARES INC,31703
GUARDANT HEALTH INC,34102
GUARDION HEALTH SCIENCS INC,35018
GUE LIQ COS INC,162386
GUESS INC,63447
GUIDANCE SOFTWARE INC,176255
GUIDED THERAPEUTICS INC,65016
GUIDEWIRE SOFTWARE INC,190455
GUILD HOLDINGS CO,37186
GULF ISLAND FABRICATION INC,64568
GULF POWER CO,5385
GULF RESOURCES INC,25935
GULFMARK OFFSHORE INC,5379
GULFPORT ENERGY CORP,26069
GUSHEN INC,29071
GWG HOLDINGS INC,20441
GXO LOGISTIC INC,39319
GYMBOREE CORP,28018
GYRODYNE LLC,5395
H&E EQUIPMENT SERVICES INC,165856
HABIT RESTAURANTS INC (THE),21983
HACKETT GROUP INC,111000
HAEMONETICS CORP,24021
HAGERTY INC,38237
HAIN CELESTIAL GROUP INC,29609
HALL OF FAME RESORT & ENT CO,36701
HALLADOR ENERGY CO,19129
HALLIBURTON CO,5439
HALLMARK FINANCIAL SERVICES,27932
HALO COS INC,184386
HALOZYME THERAPEUTICS INC,151630
HAMILTON BANCORP INC/MD,13665
HAMILTON BEACH BND HDNG,32352
HAMILTON LANE INC,30076
HAMMER FIBER OPTICS HLDGS CP,27246
HAMPDEN BANCORP INC,176479
HAMPSHIRE GROUP LTD,25399
HANCOCK FABRICS INC,13531
HANCOCK WHITNEY CORP,24232
HANDY & HARMAN LTD,11462
HANESBRANDS INC,175319
HANGER INC,16456
HANMI FINANCIAL CORP,31368
HANNON ARMSTRONG SUST INFR,17769
HANOVER BANCORP INC,41241
HANOVER INSURANCE GROUP INC,61408
HANSEN MEDICAL INC,175978
HARBOR CUSTOM DEV INC,36349
HARBOR DIVERSIFIED INC,61976
HARBORONE BANCORP INC,27604
HARDINGE INC,18654
HARFORD BANK ABERDEEN/MD,63721
HARLEY-DAVIDSON INC,12389
HARLEYSVILLE FINANCIAL CORP,16957
HARMAN INTERNATIONAL INDS,12788
HARMONIC INC,31843
HARMONY BIOSC HOLD INC,36847
HARPOON THERAPEUTICS,34587
HARRISON VICKERS & WATERMAN,20587
HARROW HEALTH INC,176636
HARSCO CORP,5496
HARTE HANKS INC,12545
HARTFORD FINANCIAL SERVICES,61739
HARTFORD LIFE INSURANCE CO,63736
HARVARD BIOSCIENCE INC,141469
HARVEST CAPITAL CREDIT CORP,17896
HARVEST OIL & GAS CORP,175006
HASBRO INC,5518
HASCO MEDICAL INC,183002
HASHICORP INC,39391
HAVERTY FURNITURE,5523
HAWAIIAN ELECTRIC CO,5525
HAWAIIAN ELECTRIC INDS,5526
HAWAIIAN HOLDINGS INC,60902
HAWAIIAN MCADM NT ORCHRD LP,13550
HAWAIIAN TELCOM HOLDCO INC,185980
HAWKINS INC,5530
HAWTHORN BANCSHARES INC,111179
HAYNES INTERNATIONAL INC,23587
HAYWARD HOLDINGS INC,38125
HBT FINANCIAL INC,35759
HCA HEALTHCARE INC,22260
HCC INSURANCE HOLDINGS INC,25877
HCI GROUP INC,179974
HCSB FINANCIAL CORP,147791
HCW BIOLOGICS INC,38900
HD SUPPLY HOLDINGS INC,17812
HEADWATERS INC,61576
HEALTH CATALYST INC,35391
HEALTH NET INC,29710
HEALTHCARE REALTY TRUST INC,28322
HEALTHCARE SERVICES GROUP,5539
HEALTHCARE TR OF AMERICA INC,187690
HEALTHCARE TRIANGL INC,39552
HEALTHEQUITY INC,20823
HEALTHIER CHOICES MNGMT CORP,184312
HEALTHPEAK PROPERTIES INC,13125
HEALTHSTREAM INC,133766
HEALTHWAREHOUSE.COM INC,183022
HEART TEST LABORATORIES INC,41270
HEARTCORE ENTERPRISES INC,40534
HEARTLAND BANCCORP,63395
HEARTLAND EXPRESS INC,12840
HEARTLAND FINANCIAL USA INC,61693
HEARTLAND PAYMENT SYSTEMS,161040
HEARTWARE INTERNATIONAL INC,271794
HEATWURX INC -OLD,16485
HECLA MINING CO,5560
HEICO CORP,5567
HEIDRICK & STRUGGLES INTL,120048
HELBIZ INC,39435
HELIOGEN INC,38015
HELIOS AND MATHESON ANALYTIC,65247
HELIOS TECHNOLOGIES INC,64254
HELIUS MEDICAL TECHNOLOGIES,21000
HELIX ENERGY SOLUTIONS GROUP,65006
HELMERICH & PAYNE,5581
HEMACARE CORP,12684
HEMISPHERE MEDIA GROUP INC,17687
HEMPACCO CO INC,41468
HENNESSY ADVISORS INC,149906
HENRY (JACK) & ASSOCIATES,11811
HENRY SCHEIN INC,61494
HER IMPORTS,15715
HERC HOLDINGS INC,26749
HERCULES CAPITAL INC,160541
HERCULES OFFSHORE INC,164607
HERITAGE BANKSHARES INC,30717
HERITAGE COMMERCE CORP,109599
HERITAGE FINANCIAL CORP,66285
HERITAGE FINANCIAL GP INC,163673
HERITAGE GLOBAL INC,15824
HERITAGE INSURANCE HOLDINGS,20422
HERITAGE OAKS BANCORP,31242
HERITAGE SOUTHEAST BANCORP,60984
HERITAGE-CRYSTAL CLEAN INC,179597
HERON LAKE BIOENERGY LLC,20288
HERON THERAPEUTICS INC,13786
HERSHA HOSPITALITY TRUST,117260
HERSHEY CO,5597
HERTZ GLOBAL HOLDINGS INC,5600
HESKA CORP,65011
HESS CORP,1380
HESS MIDSTREAM LP,21833
HEWLETT PACKARD ENTERPRISE,26156
HEXCEL CORP,5608
HEXION INC,2316
HEYU BIOLOGICAL TECH CORP,117002
HF FINANCIAL CORP,25140
HF FOODS GROUP INC,34030
HF SINCLAIR CORP,5667
HFF INC,176592
HG HOLDINGS INC,25923
HH BIOTECHNOLOGY HOLDINGS CO,28344
HHGREGG INC,177882
HI-CRUSH INC,12432
HIBBETT INC,63763
HIGH PERFORMANCE BEVERAGES,196258
HIGHER ONE HOLDINGS INC,184571
HIGHLANDS REIT INC,27335
HIGHPEAK ENERGY INC,36897
HIGHPOINT RESOURCES CORP,162459
HIGHPOWER INTERNATIONAL INC,180249
HIGHWOODS PROPERTIES INC,30298
HILL INTERNATIONAL INC,175055
HILL-ROM HOLDINGS INC,5639
HILLENBRAND INC,179657
HILLMAN SOLUTIONS CORP,66871
HILLS BANCORPORATION,112542
HILLSHIRE BRANDS CO,9411
HILLTOP HOLDINGS INC,156953
HILTON GRAND VACATIONS,27393
HILTON WORLDWIDE HOLDINGS,5643
HIMS & HERS HEALTH INC,37851
HINGHAM INSTN FOR SAVINGS,16967
HIPPO HOLDINGS INC,39380
HIREQUEST INC,35481
HIRERIGHT HOLDING CORP,39831
HISTOGEN INC,36525
HKN INC,5475
HMG COURTLAND PROPERTIES,5408
HMN FINANCIAL INC,30416
HMS HOLDINGS CORP,26037
HNI CORP,5690
HOLLEY INC,39265
HOLLY ENERGY PARTNERS LP,264509
HOLOGIC INC,20904
HOME BANCORP INC,180183
HOME BANCSHARES INC,164633
HOME CITY FINANCIAL CORP,64231
HOME DEPOT INC,5680
HOME FEDERAL BANCORP INC/LA,162825
HOME FINANCIAL BANCORP,63197
HOME LOAN FINANCIAL CORP,106846
HOME POINT CAPITAL INC,37784
HOME PROPERTIES INC,30539
HOMEAWAY INC,186714
HOMEFED CORP,5681
HOMESTREET INC,187164
HOMETOWN BANKSHARES CORP,178415
HOMETRUST BANCSHARES INC,170419
HOMEUNION HOLDINGS INC -REDH,29237
HOMOLOGY MEDICINES INC,33240
HONAT BANCORP INC,18524
HONEST COMPANY INC,38635
HONEYWELL INTERNATIONAL INC,1300
HONGLI CLEAN ENERGY TECHNL,184281
HOOKER FURNISHINGS CORP,122211
HOOKIPA PHARMA INC,35014
HOOPER HOLMES INC,5697
HOPE BANCORP INC,66235
HOPFED BANCORP INC,106853
HOPTO INC,64021
HORACE MANN EDUCATORS CORP,24678
HORIZON BANCORP INC,18533
HORIZON GLOBAL CORP,23540
HORIZON LINES INC,163586
HORIZON TECHNOLOGY FINANCE,185821
HORMEL FOODS CORP,5709
HORNBECK OFFSHORE SVCS INC,150258
HORSEHEAD HOLDING CORP,176639
HORTONWORKS INC,22178
HOSPIRA INC,160255
HOST HOTELS & RESORTS INC,7063
HOST HOTELS & RESORTS LP,260996
HOSTESS BRANDS INC,25424
HOUGHTON MIFFLIN HARCOURT CO,16738
HOULIHAN LOKEY INC,25219
HOUR LOOP INC,39981
HOUSTON AMERN ENERGY CORP,146659
HOUSTON WIRE & CABLE CO,174119
HOVNANIAN ENTRPRS INC  -CL A,5750
HOWARD BANCORP INC,166723
HOWARD HUGHES CORP,185797
HOWARD MIDSTREAM PTNS -REDH,32419
HOWMET AEROSPACE INC,28192
HP INC,5606
HPIL HOLDING,175531
HQDA ELDERLY LF NTWRK CORP,176018
HSBC FINANCE CORP,5735
HSBC USA INC,9061
HSN INC,180402
HTG MOLECULAR DIAGNOSTICS,22713
HUB GROUP INC  -CL A,62378
HUBBELL INC,5764
HUBSPOT INC,21847
HUDSON CITY BANCORP INC,122015
HUDSON GLOBAL INC,153128
HUDSON PACIFIC PPTYS INC,185018
HUDSON TECHNOLOGIES INC,30899
HUDSON VALLEY HOLDING CORP,62766
HUGOTON ROYALTY TRUST,119594
HUMACYTE INC,39525
HUMANA INC,27914
HUMANIGEN INC,15489
HUNT (JB) TRANSPRT SVCS INC,5783
HUNTING DOG CAPITAL CP-REDH,27015
HUNTINGTON BANCSHARES,5786
HUNTINGTON INGALLS IND INC,186310
HUNTSMAN CORP,162401
HUNTSMAN INTERNATIONAL LLC,148256
HUNTWICKE CAPITAL GROUP INC,187473
HURCO COS INC,5788
HURON CONSULTING GROUP INC,161997
HUTCHINSON TECHNOLOGY INC,5791
HUTTIG BUILDING PRODUCTS INC,5792
HV BANCORP INC,29817
HW HOLDINGS INC,179308
HWGG ENTERTAINMENT LTD,29261
HYATT HOTELS CORP,183366
HYCROFT MINING HOLDING CORP,177405
HYDROCARB ENERGY CORP,180648
HYDROFARM HLDNG GP INC,345920
HYDROMER INC,5811
HYDROPHI TECHNOLOGIES GROUP,18793
HYLETE INC -REDH,35539
HYLIION HOLDINGS CORP,37182
HYPERFINE INC,37799
HYPERION THERAPEUTICS INC,171097
HYPERTENSION DIAGNOSTICS INC,113178
HYRECAR INC,33624
HYSTER-YALE MATERIALS HNDLNG,160681
HYZON MOTORS INC,39273
IAA INC,33750
IAC INC,36691
IASIS HEALTHCARE LLC,142381
IBERIABANK CORP,24466
ICAD INC,12874
ICAHN ENTERPRISES LP,13709
ICC HOLDING INC,29598
ICF INTERNATIONAL INC,174637
ICONIX BRAND GROUP INC,20204
ICOSAVAX INC,39358
ICPW LIQUIDATION CORPORATION,162857
ICTV BRANDS INC,150159
ICU MEDICAL INC,25110
IDACORP INC,5870
IDAHO INDEPENDENT BK COEUR,112674
IDAHO POWER CO,145269
IDAHO STRTEGIC RESOURCES INC,66246
IDEAL POWER INC,18509
IDEAYA BIOSCIENCES INC,35136
IDENTIV INC,65552
IDEX CORP,15267
IDEXX LABS INC,24197
IDT CORP,62396
IDW MEDIA HOLDINGS INC,183565
IEC ELECTRONICS CORP,5831
IEH CORP,5932
